sentence,position,lemma,pos
"Men are themselves to blame, I suppose; they were given paradise, they wanted freedom, and stole fire from heaven, though they knew they would become unhappy, so there is no need to pity them.","(182, 186)",pity,V
"Sam...is bitter and destructive; he fights with every weapon he has- his urine, his vomit, his sexuality- to pay the world back for pitying him” (Messenger, 1974 pp 102-103).","(132, 139)",pity,V
Pity the person who does not know his or her professional value and how to market that value in an ever-changing job market.,"(0, 4)",pity,V
"She pretends to be an orphan Elly Higginbottom, creating a fictional history for herself to make the sailor pity her.","(108, 112)",pity,V
"“Having confessed his fear of the count, Jean lets resentment creep into his description of their forthcoming life as innkeepers, a resentment he increasingly takes out on Julie, and she becomes at the same time alternatively self-pitying and, in her hurt at his changing tone, class-consciously arrogant- the feelings of intensified love now by post-coital hostility combined with shame and guilt” (Manheim, 2002 pp 69-70).","(231, 238)",pity,V
"""Physical courage but moral cowardice most characterize Bertram and explain his actions, making him not only mean and repellent but also pathetic and to be pitied"" (Tillyard, 1965 p 114).","(156, 162)",pity,V
"His more friendly neighbors may pity him, but all will decline to connect their fortunes with his; and not a few will seize the opportunity of making their fortunes out of his.","(32, 36)",pity,V
"The duchess' servant, Antonio, pities her case, stating: ""Some pleasure would do well: the truth is, I/Am weary of my life, and I would have/One fit of mirth before I leave the world.""","(31, 37)",pity,V
"Though he himself had ordered his sister's death, Ferdinand turns to Bosola to ask: ""Why didst thou not pity her?""","(104, 108)",pity,V
And I pity any woman who is married to a man called John.,"(6, 10)",pity,V
"Bees were kept for honey production, as were donkeys and oxen for plowing purposes.","(66, 73)",plow,V
"First, farmers in the Central United States had plowed grasslands there to grow food crops.","(48, 54)",plow,V
Farmers could only plow with the aid of a horse or a mule.,"(19, 23)",plow,V
One was not to plow with an ox and a donkey together.,"(15, 19)",plow,V
"Women worked in the fields with the men, plowing the land and planting and harvesting the predominant crop, wheat.","(41, 48)",plow,V
"The Moon actually takes saves the Earth because if the moon was not there to take the hits from the asteroids, the asteroids would plow straight in the Earth.","(131, 135)",plow,V
"Chief among these is a series of fortification walls on the north slope of Palatine Hill that can be dated to the middle of the 8th century BC, when legend says that Romulus plowed a furrow (sulcus) around the Palatine Hill in order to mark the boundary of his new city.","(174, 180)",plow,V
"There is no sign whatever of the technology associated with leveling and plowing fields, weeding them, irrigating them, harvesting them, or storing the resulting harvest.","(73, 80)",plow,V
The second game involved determining the order in which a farmer plowed each of his eight fields.,"(65, 71)",plow,V
"Men in the country side are in charge of the more intense labor such as plowing, trading, building, and harvesting.","(72, 79)",plow,V
"Between these men and women is a telescope, also pointed towards the very heavens to which the people look.","(49, 56)",point,V
"However, as the text points out, these labels are also contingent to the classroom atmosphere.","(21, 27)",point,V
"If the as pointer clause included a to clause, then the variable is identified as ""pointing to"" a data structure of the indicated type; otherwise it's considered a ""generic"" pointer.","(83, 91)",point,V
"A Niffler is a small creature about the size of a cat, with a long and pointed snout.","(71, 78)",point,V
"The last two stars of the ""cup"" of the Big Dipper are called the Guardians (or ""Pointers""), and point to Polaris in the sky.","(96, 101)",point,V
"When the bottom of the blin is ready (the edges of the blin have separated from the pan and are pointing upwards), turn it over.","(96, 104)",point,V
"However, as D. Moody Smith points out in his commentary on John, there are some suggestions found elsewhere in the New Testament that might shed some light on the mystery.","(27, 33)",point,V
"Difference between AMOEBA and fixed-charge force fields: The AMOEBA potential has static atomic charges, point dipole moments, and point quadrupole moments centered on each atom.","(131, 136)",point,V
"(filter log) Description I was reading it as of integration and saw different references pointing towards calculus, i tried to add an online calculator's link in case for proper reference & user help.","(89, 97)",point,V
We also pointed out the significant and aggregated impact of network effects when those management aspects relate productively to one another.,"(8, 15)",point,V
"Construction of a pinewood derby car involves: cutting out the body adding weight filing and polishing the axles truing and polishing the wheels final alignment and assembly A number of ""speed secrets"" have developed over the past half-century of pinewood derby.","(124, 133)",polish,V
"The detention she issues them, some few days later, is for Ron, under the supervision of Filch, to polish all the trophies in the Hogwarts trophy cases, while Harry has to assist Professor Lockhart answer his fan mail.","(99, 105)",polish,V
"Single chairs, with their turned back posts and stretchers, darkened by frequent applications of beeswax and polished by much use, were tucked under the table.","(109, 117)",polish,V
Nickel plating Nickel plated axles can be polished to a smoother finish than stock zinc BSA axles.,"(42, 50)",polish,V
This should allow others to pick up and polish off work that you don't have time to do.,"(40, 46)",polish,V
"Diamonds are used to cut and polish other materials, such as glass and metals, because they are so hard.","(29, 35)",polish,V
"Eventually, it can become desirable to simply polish a module in the Guide rather than refer the reader on to an article that may have become too complex or for some other reason not perfectly suitable as an ""assignment"".","(46, 52)",polish,V
"A Ukrainian conductor founded a local opera company, and an Antwerp businessman set up adiamon-polishing shop.","(95, 104)",polish,V
